"TABLE_NAME";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH"
"PER_PALETAS_AUX";"APAL_NEW_PESCAJ";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_STOCPA";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_CONPES";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_INDFAL";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_INDDRV";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_PALCOM";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_ICOMUN";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_SITPAL";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_TIPPAL";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_PICKIN";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_IDIA00";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_CEAN13";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_CDUN14";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_LOTEFA";"VARCHAR2";"15"
"PER_PALETAS_AUX";"APAL_NEW_FECCAD";"DATE";"7"
"PER_PALETAS_AUX";"APAL_NEW_FECFAB";"DATE";"7"
"PER_PALETAS_AUX";"APAL_NEW_UNIRET";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_PESPAL";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_PEDIDO";"VARCHAR2";"8"
"PER_PALETAS_AUX";"APAL_NEW_AREENT";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_SECENT";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_PASFOR";"VARCHAR2";"3"
"PER_PALETAS_AUX";"APAL_NEW_INSTAL";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_MUELLE";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_PASILL";"VARCHAR2";"3"
"PER_PALETAS_AUX";"APAL_NEW_COLUMN";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_ALTURA";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_DISTAN";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_NUMENT";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_NUMCDP";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_SECCIO";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_ZONATR";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_SECPRO";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_AREPRO";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_FECUTI";"DATE";"7"
"PER_PALETAS_AUX";"APAL_NEW_PESNET";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_ARTEMB";"VARCHAR2";"7"
"PER_PALETAS_AUX";"APAL_NEW_VAR1EB";"VARCHAR2";"3"
"PER_PALETAS_AUX";"APAL_NEW_VAR2EB";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_VLOGEB";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_MATRIC";"VARCHAR2";"10"
"PER_PALETAS_AUX";"APAL_NEW_PROCAJ";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_PROPAL";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_PROENV";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_TERMIN";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_FECUBI";"DATE";"7"
"PER_PALETAS_AUX";"APAL_NEW_PROPIE";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_NEW_SITLOG";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_LIBMAN";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_ANCPAL";"VARCHAR2";"2"
"PER_PALETAS_AUX";"APAL_NEW_LOTSEC";"VARCHAR2";"15"
"PER_PALETAS_AUX";"APAL_NEW_CODTRA";"VARCHAR2";"7"
"PER_PALETAS_AUX";"APAL_NEW_PEDVEN";"VARCHAR2";"8"
"PER_PALETAS_AUX";"APAL_NEW_DIVVEN";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_NEW_ORDFAB";"VARCHAR2";"8"
"PER_PALETAS_AUX";"APAL_NEW_LINFAB";"NUMBER";"22"
"PER_PALETAS_AUX";"APAL_AUX_ACCION";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_AUX_FECREG";"DATE";"7"
"PER_PALETAS_AUX";"APAL_AUX_INDERR";"VARCHAR2";"1"
"PER_PALETAS_AUX";"APAL_AUX_MSGERR";"VARCHAR2";"100"
"PER_PROVEEDOR";"APRO_NUMREG";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_CODPER";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_CODIGO";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_RAZSOC";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_NOMBRE";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_NOMCTO";"VARCHAR2";"15"
"PER_PROVEEDOR";"APRO_TPOENT";"VARCHAR2";"1"
"PER_PROVEEDOR";"APRO_DIRECC";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_PROVIN";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_LOCALI";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_CODPOS";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_COPAIS";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_ALMACE";"VARCHAR2";"3"
"PER_PROVEEDOR";"APRO_AREDES";"VARCHAR2";"2"
"PER_PROVEEDOR";"APRO_MEDENT";"VARCHAR2";"1"
"PER_PROVEEDOR";"APRO_AGENCI";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_PERCON";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_TELEFO";"VARCHAR2";"40"
"PER_PROVEEDOR";"APRO_NUMFAX";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_PTOOPE";"NUMBER";"22"
"PER_PROVEEDOR";"APRO_ACCION";"VARCHAR2";"1"
"PER_PROVEEDOR";"APRO_FECREG";"DATE";"7"
"PER_PROVEEDOR";"APRO_INDERR";"VARCHAR2";"1"
"PER_PROVEEDOR";"APRO_MSGERR";"VARCHAR2";"100"
"PER_UBIC_ALMAC";"AUAL_NUMREG";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_CODPER";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_ALMACE";"VARCHAR2";"3"
"PER_UBIC_ALMAC";"AUAL_PASILL";"VARCHAR2";"3"
"PER_UBIC_ALMAC";"AUAL_COLUMN";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_ALTURA";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_SECCIO";"VARCHAR2";"2"
"PER_UBIC_ALMAC";"AUAL_AREENT";"VARCHAR2";"2"
"PER_UBIC_ALMAC";"AUAL_ALTPAL";"VARCHAR2";"2"
"PER_UBIC_ALMAC";"AUAL_DRIVIN";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_CAPUBI";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_VALUBI";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_VALSAL";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_ANCPAL";"VARCHAR2";"2"
"PER_UBIC_ALMAC";"AUAL_VALALT";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_DIGCTL";"NUMBER";"22"
"PER_UBIC_ALMAC";"AUAL_ACCION";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_FECREG";"DATE";"7"
"PER_UBIC_ALMAC";"AUAL_INDERR";"VARCHAR2";"1"
"PER_UBIC_ALMAC";"AUAL_MSGERR";"VARCHAR2";"100"
"PER_UBIC_PICKING";"AUPI_NUMREG";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_CODPER";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_ALMACE";"VARCHAR2";"3"
"PER_UBIC_PICKING";"AUPI_PASILL";"VARCHAR2";"3"
"PER_UBIC_PICKING";"AUPI_COLUMN";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_ALTURA";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_SECCIO";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_AREENT";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_AREPIC";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_AREREP";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_ALTPAL";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_DRIVIN";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_CAPUBI";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_VALUBI";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_VALSAL";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_ANCPAL";"VARCHAR2";"2"
"PER_UBIC_PICKING";"AUPI_VALALT";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_DIGCTL";"NUMBER";"22"
"PER_UBIC_PICKING";"AUPI_ACCION";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_FECREG";"DATE";"7"
"PER_UBIC_PICKING";"AUPI_INDERR";"VARCHAR2";"1"
"PER_UBIC_PICKING";"AUPI_MSGERR";"VARCHAR2";"100"
"PLAN_TABLE";"STATEMENT_ID";"VARCHAR2";"30"
"PLAN_TABLE";"TIMESTAMP";"DATE";"7"
"PLAN_TABLE";"REMARKS";"VARCHAR2";"80"
"PLAN_TABLE";"OPERATION";"VARCHAR2";"30"
"PLAN_TABLE";"OPTIONS";"VARCHAR2";"30"
"PLAN_TABLE";"OBJECT_NODE";"VARCHAR2";"128"
"PLAN_TABLE";"OBJECT_OWNER";"VARCHAR2";"30"
"PLAN_TABLE";"OBJECT_NAME";"VARCHAR2";"30"
"PLAN_TABLE";"OBJECT_INSTANCE";"NUMBER";"22"
"PLAN_TABLE";"OBJECT_TYPE";"VARCHAR2";"30"
"PLAN_TABLE";"OPTIMIZER";"VARCHAR2";"255"
"PLAN_TABLE";"SEARCH_COLUMNS";"NUMBER";"22"
"PLAN_TABLE";"ID";"NUMBER";"22"
"PLAN_TABLE";"PARENT_ID";"NUMBER";"22"
"PLAN_TABLE";"POSITION";"NUMBER";"22"
"PLAN_TABLE";"COST";"NUMBER";"22"
"PLAN_TABLE";"CARDINALITY";"NUMBER";"22"
"PLAN_TABLE";"BYTES";"NUMBER";"22"
"PLAN_TABLE";"OTHER_TAG";"VARCHAR2";"255"
"PLAN_TABLE";"PARTITION_START";"VARCHAR2";"255"
"PLAN_TABLE";"PARTITION_STOP";"VARCHAR2";"255"
"PLAN_TABLE";"PARTITION_ID";"NUMBER";"22"
"PLAN_TABLE";"DISTRIBUTION";"VARCHAR2";"30"
"PLAN_TABLE";"CPU_COST";"NUMBER";"22"
"PLAN_TABLE";"IO_COST";"NUMBER";"22"
"PLAN_TABLE";"TEMP_SPACE";"NUMBER";"22"
"PROPIETARIOS";"PPR_CODIGO";"NUMBER";"22"
"PROPIETARIOS";"PPR_RAZSOC";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_NOMBRE";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_DIRECC";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_LOCALI";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_PROVIN";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_CODPOS";"NUMBER";"22"
"PROPIETARIOS";"PPR_COPAIS";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_PERCON";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_TELEFO";"VARCHAR2";"40"
"PROPIETARIOS";"PPR_NUMFAX";"NUMBER";"22"
"PROPIETARIOS";"PPR_EMPEAN";"NUMBER";"22"
"PROPIETARIOS_ARENT";"PPA_ALMACE";"VARCHAR2";"3"
"PROPIETARIOS_ARENT";"PPA_PROPIE";"NUMBER";"22"
"PROPIETARIOS_ARENT";"PPA_SECCIO";"VARCHAR2";"2"
"PROPIETARIOS_ARENT";"PPA_AREENT";"VARCHAR2";"2"
"PROVEEDOR";"PRO_CODIGO";"NUMBER";"22"
"PROVEEDOR";"PRO_RAZSOC";"VARCHAR2";"40"
"PROVEEDOR";"PRO_NOMBRE";"VARCHAR2";"40"
"PROVEEDOR";"PRO_NOMCTO";"VARCHAR2";"15"
"PROVEEDOR";"PRO_TPOENT";"VARCHAR2";"1"
"PROVEEDOR";"PRO_DIRECC";"VARCHAR2";"40"
"PROVEEDOR";"PRO_PROVIN";"VARCHAR2";"40"
"PROVEEDOR";"PRO_LOCALI";"VARCHAR2";"40"
"PROVEEDOR";"PRO_CODPOS";"NUMBER";"22"
"PROVEEDOR";"PRO_COPAIS";"VARCHAR2";"40"
"PROVEEDOR";"PRO_ALMACE";"VARCHAR2";"3"
"PROVEEDOR";"PRO_AREDES";"VARCHAR2";"2"
"PROVEEDOR";"PRO_MEDENT";"VARCHAR2";"1"
"PROVEEDOR";"PRO_AGENCI";"NUMBER";"22"
"PROVEEDOR";"PRO_PERCON";"VARCHAR2";"40"
"PROVEEDOR";"PRO_TELEFO";"VARCHAR2";"40"
"PROVEEDOR";"PRO_NUMFAX";"NUMBER";"22"
"PROVEEDOR";"PRO_PTOOPE";"NUMBER";"22"
"PROXIM_PASILLOS";"PRP_ALMACE";"VARCHAR2";"3"
"PROXIM_PASILLOS";"PRP_PASIL1";"VARCHAR2";"3"
"PROXIM_PASILLOS";"PRP_PASIL2";"VARCHAR2";"3"
"PROXIM_PASILLOS";"PRP_DISREL";"NUMBER";"22"
"RUTAS";"RUT_CODIGO";"NUMBER";"22"
"RUTAS";"RUT_DENOMI";"VARCHAR2";"40"
"RUTAS";"RUT_HORSAL";"NUMBER";"22"
"RUTAS";"RUT_INSTAL";"VARCHAR2";"2"
"RUTAS";"RUT_MUELLE";"NUMBER";"22"
"RUTAS_CLIENTES";"RUC_ALMACE";"VARCHAR2";"3"
"RUTAS_CLIENTES";"RUC_CLIENT";"NUMBER";"22"
"RUTAS_CLIENTES";"RUC_CODRUT";"NUMBER";"22"
"RUTAS_CLIENTES";"RUC_ORDRUT";"NUMBER";"22"
"RUTAS_CLIENTES";"RUC_SERFRA";"VARCHAR2";"1"
"RUTAS_CLIENTES";"RUC_LIMCAR";"NUMBER";"22"
"RUTAS_CLIENTES";"RUC_DEMSER";"NUMBER";"22"
"SALDOS";"SAL_NUMSAL";"NUMBER";"22"
"SALDOS";"SAL_ALMACE";"VARCHAR2";"3"
"SALDOS";"SAL_PROPIE";"NUMBER";"22"
"SALDOS";"SAL_TIPCON";"VARCHAR2";"2"
"SALDOS";"SAL_FECHOR";"DATE";"7"
"SALDOS";"SAL_CANTID";"NUMBER";"22"
"SALDOS";"SAL_SALFIN";"NUMBER";"22"
"SALDOS";"SAL_ARTICU";"VARCHAR2";"7"
"SALDOS";"SAL_VARIA1";"VARCHAR2";"3"
"SALDOS";"SAL_VARIA2";"VARCHAR2";"2"
"SALDOS";"SAL_VARLOG";"NUMBER";"22"
"SALDOS";"SAL_TIPMOV";"VARCHAR2";"2"
"SALDOS";"SAL_NUMDOC";"VARCHAR2";"8"
"SALDOS_ACUM_ART";"SAA_PROPIE";"NUMBER";"22"
"SALDOS_ACUM_ART";"SAA_ALMACE";"VARCHAR2";"3"
"SALDOS_ACUM_ART";"SAA_ARTICU";"VARCHAR2";"7"
"SALDOS_ACUM_ART";"SAA_VARIA1";"VARCHAR2";"3"
"SALDOS_ACUM_ART";"SAA_VARIA2";"VARCHAR2";"2"
"SALDOS_ACUM_ART";"SAA_VARLOG";"NUMBER";"22"
"SALDOS_ACUM_ART";"SAA_SALDAC";"NUMBER";"22"
"SALDOS_ACUM_TIPPAL";"SAT_ALMACE";"VARCHAR2";"3"
"SALDOS_ACUM_TIPPAL";"SAT_PROPIE";"NUMBER";"22"
"SALDOS_ACUM_TIPPAL";"SAT_TIPPAL";"VARCHAR2";"2"
"SALDOS_ACUM_TIPPAL";"SAT_SALDAC";"NUMBER";"22"
"SECCIONES";"SEC_ALMACE";"VARCHAR2";"3"
"SECCIONES";"SEC_CODIGO";"VARCHAR2";"2"
"SECCIONES";"SEC_DENOMI";"VARCHAR2";"40"
"SECCIONES";"SEC_TIPSEC";"VARCHAR2";"1"
"SECCIONES";"SEC_PASEST";"VARCHAR2";"1"
"SECCIONES";"SEC_EXCLUS";"VARCHAR2";"1"
"SECCIONES";"SEC_ORDPIC";"NUMBER";"22"
"SECCIONES";"SEC_ORDPAL";"NUMBER";"22"
"SECCIONES";"SEC_OPEPIC";"NUMBER";"22"
"SECCIONES";"SEC_OPEPAL";"NUMBER";"22"
"SECCIONES";"SEC_DIEPIC";"NUMBER";"22"
"SECCIONES";"SEC_DISPIC";"NUMBER";"22"
"SECCIONES";"SEC_DIEPAL";"NUMBER";"22"
"SECCIONES";"SEC_DISPAL";"NUMBER";"22"
"SECCIONES";"SEC_ORDREP";"NUMBER";"22"
"SECCIONES";"SEC_OPEREP";"NUMBER";"22"
"SECCIONES";"SEC_DIEREP";"NUMBER";"22"
"SECCIONES";"SEC_DISREP";"NUMBER";"22"
"SECCIONES";"SEC_ORDENT";"NUMBER";"22"
"SECCIONES";"SEC_OPEENT";"NUMBER";"22"
"SECCIONES";"SEC_DIEENT";"NUMBER";"22"
"SECCIONES";"SEC_DISENT";"NUMBER";"22"
"SECCIONES";"SEC_ORDTRN";"NUMBER";"22"
"SECCIONES";"SEC_OPETRN";"NUMBER";"22"
"SECCIONES";"SEC_DIETRN";"NUMBER";"22"
"SECCIONES";"SEC_DISTRN";"NUMBER";"22"
"SECCIONES";"SEC_ORDREU";"NUMBER";"22"
"SECCIONES";"SEC_OPEREU";"NUMBER";"22"
"SECCIONES";"SEC_DIEREU";"NUMBER";"22"
"SECCIONES";"SEC_DISREU";"NUMBER";"22"
"SEG_ACCIONES_MENUS";"SAM_CODAPL";"VARCHAR2";"4"
